0,-8.84108E-05,0.000120558,0.000329527,0.00026556,0.000201594,-2.63947E-05,-0.000254383,-0.000101804,5.0775E-05,2.664E-05,2.50491E-06,-0.000195561,-0.000393628,1.83942E-05,0.000430416,0.000222075,1.37332E-05
0.000488281,-9.69819E-05,0.000110413,0.000317809,0.000247704,0.000177599,-4.01576E-05,-0.000257915,-0.000114458,0.000028999,2.6777E-05,2.45549E-05,-0.000148366,-0.000321287,7.19768E-05,0.000465241,0.000242525,1.98098E-05
0.000976563,-0.000117423,9.25055E-05,0.000302434,0.000223255,0.000144077,-5.86172E-05,-0.000261311,-0.000126554,8.20341E-06,2.31451E-05,3.80869E-05,-0.000108843,-0.000255773,0.000118121,0.000492015,0.000257538,2.30607E-05
0.001464844,-0.00014244,6.78227E-05,0.000278085,0.00019513,0.000112174,-7.08475E-05,-0.000253869,-0.000134069,-1.42682E-05,2.13505E-05,5.69692E-05,-7.12558E-05,-0.000199481,0.000157225,0.00051393,0.000263061,1.21917E-05
0.001953125,-0.000161449,3.67058E-05,0.00023486,0.000159041,8.32218E-05,-8.4538E-05,-0.000252298,-0.000148147,-4.39959E-05,1.45624E-05,7.31206E-05,-3.8289E-05,-0.000149699,0.000183704,0.000517106,0.000260731,4.35689E-06
0.002441406,-0.000189906,8.7075E-07,0.000191647,0.000123874,5.61017E-05,-8.9309E-05,-0.00023472,-0.000154918,-7.51169E-05,4.86403E-06,8.4845E-05,-1.4383E-05,-0.000113611,0.000200978,0.000515566,0.000260403,5.23897E-06
0.002929688,-0.000214808,-3.04283E-05,0.000153951,9.03638E-05,2.67766E-05,-9.45534E-05,-0.000215884,-0.000163323,-0.000110762,-8.89626E-06,9.29696E-05,1.27055E-07,-9.27155E-05,0.000201673,0.000496061,0.00024591,-4.23961E-06
0.003417969,-0.000246937,-6.65188E-05,0.000113899,5.61588E-05,-1.58155E-06,-0.000100221,-0.00019886,-0.000173864,-0.000148868,-2.51934E-05,9.84808E-05,7.98726E-06,-8.25063E-05,0.000191302,0.00046511,0.000231295,-2.51958E-06
0.00390625,-0.000289157,-0.000105624,7.79091E-05,2.34547E-05,-3.09998E-05,-0.000104887,-0.000178774,-0.000183511,-0.000188249,-4.16942E-05,0.000104861,1.10481E-05,-8.27644E-05,0.000173213,0.000429191,0.000221056,1.29216E-05
0.004394531,-0.000315722,-0.000135073,4.55773E-05,-5.64692E-06,-5.68711E-05,-0.000108111,-0.00015935,-0.000188722,-0.000218094,-5.20648E-05,0.000113964,8.38582E-06,-9.71926E-05,0.000142873,0.000382939,0.000209543,3.61468E-05
0.004882812,-0.000345327,-0.000163607,1.81128E-05,-3.35211E-05,-8.51551E-05,-0.000114055,-0.000142955,-0.000190256,-0.000237557,-5.84026E-05,0.000120751,-9.4925E-07,-0.00012265,0.000103727,0.000330105,0.000200419,0.000070734
0.005371094,-0.000382268,-0.000191752,-1.23534E-06,-5.49731E-05,-0.000108711,-0.000121981,-0.000135251,-0.000195677,-0.000256102,-6.21743E-05,0.000131754,-1.67901E-05,-0.000165334,5.48821E-05,0.000275098,0.00019429,0.000113482
0.005859375,-0.000404369,-0.000206917,-9.46522E-06,-6.51031E-05,-0.000120741,-0.000120387,-0.000120032,-0.000192845,-0.000265657,-6.01737E-05,0.00014531,-3.55749E-05,-0.00021646,-2.36835E-06,0.000211723,0.000186365,0.000161007
0.006347656,-0.000416874,-0.000214805,-1.27362E-05,-6.87677E-05,-0.000124799,-0.000120752,-0.000116705,-0.000189522,-0.000262339,-5.37457E-05,0.000154848,-5.73507E-05,-0.000269549,-6.50479E-05,0.000139453,0.0001725,0.000205546
0.006835938,-0.000424146,-0.000216118,-8.08971E-06,-6.17973E-05,-0.000115505,-0.000116574,-0.000117644,-0.00018354,-0.000249436,-4.38253E-05,0.000161785,-8.57162E-05,-0.000333218,-0.000134281,6.46564E-05,0.000161499,0.000258342
0.007324219,-0.000429176,-0.000214407,3.622E-07,-5.50112E-05,-0.000110385,-0.000116553,-0.000122722,-0.000180941,-0.00023916,-3.89201E-05,0.00016132,-0.000115126,-0.000391572,-0.00020065,-9.72927E-06,0.000147519,0.000304768
0.0078125,-0.000428197,-0.000212536,3.12506E-06,-4.71719E-05,-9.74689E-05,-0.000119542,-0.000141615,-0.000180741,-0.000219867,-3.05726E-05,0.000158722,-0.000146723,-0.000452168,-0.000267686,-8.32038E-05,0.00012649,0.000336183
0.008300781,-0.000420329,-0.000201982,1.63654E-05,-3.60939E-05,-8.85532E-05,-0.000124794,-0.000161036,-0.000179595,-0.000198154,-2.58518E-05,0.000146451,-0.000187295,-0.00052104,-0.000338776,-0.000156512,0.000104264,0.00036504
0.008789062,-0.000397651,-0.000184692,2.82666E-05,-2.89618E-05,-8.61901E-05,-0.000135967,-0.000185743,-0.000180408,-0.000175072,-1.82389E-05,0.000138595,-0.000223765,-0.000586125,-0.000402309,-0.000218492,7.96289E-05,0.00037775
0.009277344,-0.000368543,-0.000167596,3.33503E-05,-1.88018E-05,-7.0954E-05,-0.000141099,-0.000211243,-0.000178828,-0.000146412,-8.76745E-06,0.000128877,-0.000264617,-0.000658111,-0.000468445,-0.000278779,4.72023E-05,0.000373184
